split,motion_id,line_index,caption,tokens,f_tag,to_tag,style_groups,matched_keywords,text_path
train,009142,0,a person performs a salsa dance.,a/DET person/NOUN perform/VERB a/DET salsa/NOUN dance/NOUN,0.0,0.0,Dance expressive,dance,D:\roboticsreport\HumanML3D\data\train-00002-of-00007.parquet
train,009142,1,a person is dancing part of a partner dance.,a/DET person/NOUN is/AUX dance/VERB part/NOUN of/ADP a/DET partner/NOUN dance/NOUN,0.0,0.0,Dance expressive,dance;dancing,D:\roboticsreport\HumanML3D\data\train-00002-of-00007.parquet
train,009144,0,the person is acting graceful to pick up a lady.,the/DET person/NOUN is/AUX act/VERB graceful/ADJ to/PART pick/VERB up/ADP a/DET lady/NOUN,0.0,0.0,Graceful smooth,graceful,D:\roboticsreport\HumanML3D\data\train-00002-of-00007.parquet
train,009153,1,"a man jumps two times, each time making a complete turn counter clockwise, and uses his left foot to steady his last jump.",a/DET man/NOUN jump/VERB two/NUM time/NOUN each/DET time/NOUN make/VERB a/DET complete/ADJ turn/NOUN counter/ADV clockwise/NOUN and/CCONJ use/VERB his/DET left/ADJ foot/NOUN to/ADP steady/VERB his/DET last/ADJ jump/NOUN,0.0,0.0,Controlled motion|Energetic dynamic,jump;steady,D:\roboticsreport\HumanML3D\data\train-00002-of-00007.parquet
train,009153,2,a person jumps up with a spin.,a/DET person/NOUN jump/VERB up/ADP with/ADP a/DET spin/NOUN,0.0,0.0,Dance expressive,spin,D:\roboticsreport\HumanML3D\data\train-00002-of-00007.parquet
train,009158,0,the person took a giant leap forward.,the/DET person/NOUN take/VERB a/DET giant/ADJ leap/NOUN forward/ADV,0.0,0.0,Energetic dynamic,leap,D:\roboticsreport\HumanML3D\data\train-00002-of-00007.parquet
train,009158,1,the man turn and jump and walk to the other side  and jum 3 times.,the/DET man/NOUN turn/VERB and/CCONJ jump/VERB and/CCONJ walk/VERB to/ADP the/DET other/ADJ side/NOUN and/CCONJ jum/PROPN time/NOUN,0.0,0.0,Energetic dynamic,jump,D:\roboticsreport\HumanML3D\data\train-00002-of-00007.parquet
train,009170,0,a character raises their hands up to dance with somebody,a/DET character/NOUN raise/VERB their/DET hand/NOUN up/ADP to/PART dance/VERB with/ADP somebody/PRON,0.0,0.0,Dance expressive,dance,D:\roboticsreport\HumanML3D\data\train-00002-of-00007.parquet
train,009170,1,the person is dancing the chacha,the/DET person/NOUN is/AUX dance/VERB the/DET chacha/NOUN,0.0,0.0,Dance expressive,dancing,D:\roboticsreport\HumanML3D\data\train-00002-of-00007.parquet
train,009176,0,person slides to the left in a smooth motion,person/NOUN slide/VERB to/ADP the/DET left/NOUN in/ADP a/DET smooth/ADJ motion/NOUN,0.0,0.0,Graceful smooth,smooth,D:\roboticsreport\HumanML3D\data\train-00002-of-00007.parquet
train,009201,2,obstacle courses sometimes require an athlete to run in a backwards motion.,obstacle/NOUN course/NOUN sometimes/ADV require/VERB an/DET athlete/NOUN to/PART run/VERB in/ADP a/DET backwards/ADJ motion/NOUN,0.0,0.0,Energetic dynamic,run,D:\roboticsreport\HumanML3D\data\train-00002-of-00007.parquet
train,009203,0,"a figure does a box step, as though dancing alone",a/DET figure/NOUN does/AUX a/DET box/NOUN step/NOUN as/SCONJ though/SCONJ dance/VERB alone/ADV,0.0,0.0,Dance expressive,dancing,D:\roboticsreport\HumanML3D\data\train-00002-of-00007.parquet
train,009204,2,"a person steps forward and makes a spin turn pivoting on left leg, and walks back.",a/DET person/NOUN step/VERB forward/ADV and/CCONJ make/VERB a/DET spin/NOUN turn/NOUN pivot/VERB on/ADP left/ADJ leg/NOUN and/CCONJ walk/VERB back/ADV,0.0,0.0,Dance expressive,spin,D:\roboticsreport\HumanML3D\data\train-00002-of-00007.parquet
train,009223,0,"a person walks forward at a slow pace and stops, holding position.",a/DET person/NOUN walk/VERB forward/ADV at/ADP a/DET slow/ADJ pace/NOUN and/CCONJ stop/NOUN hold/VERB position/NOUN,0.0,0.0,Controlled motion,slow,D:\roboticsreport\HumanML3D\data\train-00002-of-00007.parquet
train,009268,1,this person looks as if he is dancing.,this/DET person/NOUN look/VERB as/SCONJ if/SCONJ he/PRON is/AUX dance/VERB,0.0,0.0,Dance expressive,dancing,D:\roboticsreport\HumanML3D\data\train-00002-of-00007.parquet
train,009268,2,person appears to do a dance move then moves to the left and right repeatedly.,person/NOUN appear/VERB to/PART do/AUX a/DET dance/NOUN move/NOUN then/ADV move/VERB to/ADP the/DET left/NOUN and/CCONJ right/ADV repeatedly/ADV,0.0,0.0,Dance expressive,dance,D:\roboticsreport\HumanML3D\data\train-00002-of-00007.parquet
train,009275,0,man dancing to his left turning around to his right with his arms up and moving around to his right then starts dancing to his right turning around to his left with his arms up,man/NOUN dance/VERB to/ADP his/DET left/NOUN turn/VERB around/ADP to/ADP his/DET right/NOUN with/ADP his/DET arm/NOUN up/ADV and/CCONJ move/VERB around/ADP to/ADP his/DET right/NOUN then/ADV start/VERB dancing/NOUN to/ADP his/DET right/ADJ turn/VERB around/ADP to/ADP his/DET left/NOUN with/ADP his/DET arm/NOUN up/ADP,0.0,0.0,Dance expressive,dancing,D:\roboticsreport\HumanML3D\data\train-00002-of-00007.parquet
train,009294,1,a person squats down and then quickly makes a small jump straight up.,a/DET person/NOUN squat/VERB down/ADP and/CCONJ then/ADV quickly/ADV make/VERB a/DET small/ADJ jump/NOUN straight/ADV up/ADV,0.0,0.0,Energetic dynamic,jump,D:\roboticsreport\HumanML3D\data\train-00002-of-00007.parquet
train,009304,1,"a person shifts his weight from his left foot to his right foot as he throws something with his right hand.  he then steps back with his right foot and brings his hands together before leaning back on his right and  throws something in an underhand motion with his right hand. he then brings his feet together and jumps as he uses both arms and hands to toss something up and away from him. when he lands from the jump, he walks backwards and gets ready to throw something else.",a/DET person/NOUN shift/VERB his/DET weight/NOUN from/ADP his/DET left/ADJ foot/NOUN to/ADP his/DET right/ADJ foot/NOUN as/SCONJ he/PRON throw/VERB something/PRON with/ADP his/DET right/ADJ hand/NOUN he/PRON then/ADV step/VERB back/ADV with/ADP his/DET right/ADJ foot/NOUN and/CCONJ bring/VERB his/DET hand/NOUN together/ADV before/ADP lean/VERB back/ADV on/ADP his/DET right/NOUN and/CCONJ throw/VERB something/PRON in/ADP an/DET underhand/ADJ motion/NOUN with/ADP his/DET right/ADJ hand/NOUN he/PRON then/ADV bring/VERB his/DET foot/NOUN together/ADV and/CCONJ jump/VERB as/SCONJ he/PRON use/VERB both/DET arm/NOUN and/CCONJ hand/NOUN to/PART toss/VERB something/PRON up/ADP and/CCONJ away/ADV from/ADP him/PRON when/ADV he/PRON land/VERB from/ADP the/DET jump/NOUN he/PRON walk/VERB backwards/ADV and/CCONJ get/VERB ready/ADJ to/PART throw/VERB something/PRON else/ADV,0.0,0.0,Energetic dynamic,jump,D:\roboticsreport\HumanML3D\data\train-00002-of-00007.parquet
train,009306,1,a person runs stops and tries to run again,a/DET person/NOUN run/VERB stop/VERB and/CCONJ try/VERB to/PART run/VERB again/ADV,0.0,0.0,Energetic dynamic,run,D:\roboticsreport\HumanML3D\data\train-00002-of-00007.parquet
train,009306,2,the person was running and made a quick stop.,the/DET person/NOUN was/AUX run/VERB and/CCONJ make/VERB a/DET quick/ADJ stop/NOUN,0.0,0.0,Energetic dynamic,quick,D:\roboticsreport\HumanML3D\data\train-00002-of-00007.parquet
train,009315,2,a person makes a forward jump.,a/DET person/NOUN make/VERB a/DET forward/ADJ jump/NOUN,0.0,0.0,Energetic dynamic,jump,D:\roboticsreport\HumanML3D\data\train-00002-of-00007.parquet
train,009319,1,a person is walking fast towards something,a/DET person/NOUN is/AUX walk/VERB fast/ADV towards/ADP something/PRON,0.0,0.0,Energetic dynamic,fast,D:\roboticsreport\HumanML3D\data\train-00002-of-00007.parquet
train,009340,1,"a person raises his arms twice and gets momentum to jump and turn towards the back,",a/DET person/NOUN raise/VERB his/DET arm/NOUN twice/ADV and/CCONJ get/VERB momentum/NOUN to/PART jump/VERB and/CCONJ turn/VERB towards/ADP the/DET back/NOUN,0.0,0.0,Energetic dynamic,jump,D:\roboticsreport\HumanML3D\data\train-00002-of-00007.parquet
train,009362,1,jump forward on the floor.,jump/VERB forward/ADV on/ADP the/DET floor/NOUN,0.0,0.0,Energetic dynamic,jump,D:\roboticsreport\HumanML3D\data\train-00002-of-00007.parquet
train,009369,1,a person does a jump in the air.,a/DET person/NOUN does/AUX a/DET jump/NOUN in/ADP the/DET air/NOUN,0.0,0.0,Energetic dynamic,jump,D:\roboticsreport\HumanML3D\data\train-00002-of-00007.parquet
train,009417,0,this person is doing a dance.,this/DET person/NOUN is/AUX do/VERB a/DET dance/NOUN,0.0,0.0,Dance expressive,dance,D:\roboticsreport\HumanML3D\data\train-00002-of-00007.parquet
train,009417,1,a person is dancing quickly and having fun.,a/DET person/NOUN is/AUX dance/VERB quickly/ADV and/CCONJ have/VERB fun/NOUN,0.0,0.0,Dance expressive,dancing,D:\roboticsreport\HumanML3D\data\train-00002-of-00007.parquet
train,009417,2,a person does the salsa dance.,a/DET person/NOUN does/AUX the/DET salsa/NOUN dance/NOUN,0.0,0.0,Dance expressive,dance,D:\roboticsreport\HumanML3D\data\train-00002-of-00007.parquet
train,009435,2,the person takes a quick puff off of the cigarette,the/DET person/NOUN take/VERB a/DET quick/ADJ puff/NOUN off/ADP of/ADP the/DET cigarette/NOUN,0.0,0.0,Energetic dynamic,quick,D:\roboticsreport\HumanML3D\data\train-00002-of-00007.parquet
train,009453,1,"a person runs forwards, leans forward, and rolls. the person then proceeds to run forwards.",a/DET person/NOUN run/VERB forwards/ADV lean/VERB forward/ADV and/CCONJ roll/NOUN the/DET person/NOUN then/ADV proceed/VERB to/PART run/VERB forwards/ADV,0.0,0.0,Energetic dynamic,run,D:\roboticsreport\HumanML3D\data\train-00002-of-00007.parquet
train,009471,0,the man is dancing the salsa.,the/DET man/NOUN is/AUX dance/VERB the/DET salsa/NOUN,0.0,0.0,Dance expressive,dancing,D:\roboticsreport\HumanML3D\data\train-00002-of-00007.parquet
train,009472,1,a man lifts a heavy object and moves it to his right side.,a/DET man/NOUN lift/VERB a/DET heavy/ADJ object/NOUN and/CCONJ move/VERB it/PRON to/ADP his/DET right/ADJ side/NOUN,0.0,0.0,Heavy awkward,heavy,D:\roboticsreport\HumanML3D\data\train-00002-of-00007.parquet
train,009480,1,the person is walking very fast.,the/DET person/NOUN is/AUX walk/VERB very/ADV fast/ADV,0.0,0.0,Energetic dynamic,fast,D:\roboticsreport\HumanML3D\data\train-00002-of-00007.parquet
train,009480,2,a person is walking forwards fast,a/DET person/NOUN is/AUX walk/VERB forwards/ADV fast/ADV,0.0,0.0,Energetic dynamic,fast,D:\roboticsreport\HumanML3D\data\train-00002-of-00007.parquet
train,009508,1,the person is dancing by skipping ahead and lifting its left foot to its right knee then continuing on by skipping forward and lifting its right leg up and behind to simulate flying.,the/DET person/NOUN is/AUX dance/VERB by/ADP skip/VERB ahead/ADV and/CCONJ lift/VERB its/DET left/ADJ foot/NOUN to/ADP its/DET right/ADJ knee/NOUN then/ADV continue/VERB on/ADP by/ADP skip/VERB forward/ADV and/CCONJ lift/VERB its/DET right/ADJ leg/NOUN up/ADV and/CCONJ behind/ADV to/PART simulate/VERB flying/NOUN,0.0,0.0,Dance expressive,dancing,D:\roboticsreport\HumanML3D\data\train-00002-of-00007.parquet
train,009508,2,a person is making forward motions with incorporated dance moves,a/DET person/NOUN is/AUX make/VERB forward/ADP motion/NOUN with/ADP incorporated/ADJ dance/NOUN move/NOUN,0.0,0.0,Dance expressive,dance,D:\roboticsreport\HumanML3D\data\train-00002-of-00007.parquet
train,009509,0,a person does a 360 jump turn anticlockwise,a/DET person/NOUN does/AUX a/DET jump/NOUN turn/NOUN anticlockwise/NOUN,0.0,0.0,Energetic dynamic,jump,D:\roboticsreport\HumanML3D\data\train-00002-of-00007.parquet
train,009509,2,a person jumps from a standstill and does a 360 spin,a/DET person/NOUN jump/VERB from/ADP a/DET standstill/NOUN and/CCONJ does/AUX a/DET spin/NOUN,0.0,0.0,Dance expressive,spin,D:\roboticsreport\HumanML3D\data\train-00002-of-00007.parquet
train,009567,2,a person walks forward fast.,a/DET person/NOUN walk/VERB forward/ADV fast/ADV,0.0,0.0,Energetic dynamic,fast,D:\roboticsreport\HumanML3D\data\train-00002-of-00007.parquet
train,009570,1,a person is lifting something very heavy.,a/DET person/NOUN is/AUX lift/VERB something/PRON very/ADV heavy/ADJ,0.0,0.0,Heavy awkward,heavy,D:\roboticsreport\HumanML3D\data\train-00002-of-00007.parquet
train,009570,2,this person lifts as if the item is very heavy.,this/DET person/NOUN lift/VERB as/SCONJ if/SCONJ the/DET item/NOUN is/AUX very/ADV heavy/ADJ,0.0,0.0,Heavy awkward,heavy,D:\roboticsreport\HumanML3D\data\train-00002-of-00007.parquet
train,009571,0,"a man uses both arms to make jabbing motions at the ground as though vacuuming, taking slow and staggered steps, before raising to a standing position.",a/DET man/NOUN use/VERB both/DET arm/NOUN to/PART make/VERB jab/VERB motion/NOUN at/ADP the/DET ground/NOUN as/SCONJ though/SCONJ vacuum/VERB take/VERB slow/ADJ and/CCONJ staggered/ADJ step/NOUN before/ADP raise/VERB to/ADP a/DET standing/ADJ position/NOUN,0.0,0.0,Controlled motion,slow,D:\roboticsreport\HumanML3D\data\train-00002-of-00007.parquet
train,009575,1,a person practice ballroom dancing by themselves,a/DET person/NOUN practice/NOUN ballroom/NOUN dancing/NOUN by/ADP themselves/PRON,0.0,0.0,Dance expressive,dancing,D:\roboticsreport\HumanML3D\data\train-00002-of-00007.parquet
train,009575,2,this person moves around left to right with arms in front as if to dance.,this/DET person/NOUN move/VERB around/ADV left/VERB to/ADP right/ADJ with/ADP arm/NOUN in/ADP front/NOUN as/SCONJ if/SCONJ to/PART dance/VERB,0.0,0.0,Dance expressive,dance,D:\roboticsreport\HumanML3D\data\train-00002-of-00007.parquet
train,009580,1,"a person does the dance to the tune ""im a little teapot""",a/DET person/NOUN does/AUX the/DET dance/NOUN to/ADP the/DET tune/NOUN i/PRON be/VERB a/DET little/ADJ teapot/NOUN,0.0,0.0,Dance expressive,dance,D:\roboticsreport\HumanML3D\data\train-00002-of-00007.parquet
train,009598,2,a person walks forward at a slow pace while using both hands to steady themselves.,a/DET person/NOUN walk/VERB forward/ADV at/ADP a/DET slow/ADJ pace/NOUN while/SCONJ use/VERB both/DET hand/NOUN to/PART steady/VERB themselves/PRON,0.0,0.0,Controlled motion,slow;steady,D:\roboticsreport\HumanML3D\data\train-00002-of-00007.parquet
train,009615,0,a person does a ballerina dance.,a/DET person/NOUN does/AUX a/DET ballerina/NOUN dance/NOUN,0.0,0.0,Dance expressive,dance,D:\roboticsreport\HumanML3D\data\train-00002-of-00007.parquet
train,009631,0,"a person lifts something with their right arm, shakes something with both arms, then does a quick shake of something with only the right arm.",a/DET person/NOUN lift/VERB something/PRON with/ADP their/DET right/ADJ arm/NOUN shake/VERB something/PRON with/ADP both/DET arm/NOUN then/ADV does/AUX a/DET quick/ADJ shake/NOUN of/ADP something/PRON with/ADP only/ADV the/DET right/ADJ arm/NOUN,0.0,4.0,Energetic dynamic,quick,D:\roboticsreport\HumanML3D\data\train-00002-of-00007.parquet
train,009633,0,someone is doing jumping jacks in slow motion.,someone/PRON is/AUX do/VERB jump/VERB jack/NOUN in/ADP slow/ADJ motion/NOUN,0.0,0.0,Controlled motion,slow,D:\roboticsreport\HumanML3D\data\train-00002-of-00007.parquet
train,009659,2,a person running at a steady speed,a/DET person/NOUN run/VERB at/ADP a/DET steady/ADJ speed/NOUN,0.0,0.0,Controlled motion,steady,D:\roboticsreport\HumanML3D\data\train-00002-of-00007.parquet
train,009667,0,the person is taking a big jump,the/DET person/NOUN is/AUX take/VERB a/DET big/ADJ jump/NOUN,0.0,0.0,Energetic dynamic,jump,D:\roboticsreport\HumanML3D\data\train-00002-of-00007.parquet
train,009687,2,person is doing a dance,person/NOUN is/AUX do/VERB a/DET dance/NOUN,0.0,0.0,Dance expressive,dance,D:\roboticsreport\HumanML3D\data\train-00002-of-00007.parquet
train,009693,1,a person walks forward really fast.,a/DET person/NOUN walk/VERB forward/ADV really/ADV fast/ADV,0.0,0.0,Energetic dynamic,fast,D:\roboticsreport\HumanML3D\data\train-00002-of-00007.parquet
train,009696,0,"a man turns his head slightly, then walks in a slow clockwise circle.",a/DET man/NOUN turn/VERB his/DET head/NOUN slightly/ADV then/ADV walk/VERB in/ADP a/DET slow/ADJ clockwise/NOUN circle/NOUN,0.0,0.0,Controlled motion,slow,D:\roboticsreport\HumanML3D\data\train-00002-of-00007.parquet
train,009705,1,a person with his right hand is waving to someone in a fast motion.,a/DET person/NOUN with/ADP his/DET right/ADJ hand/NOUN is/AUX wave/VERB to/ADP someone/PRON in/ADP a/DET fast/ADJ motion/NOUN,0.0,0.0,Energetic dynamic,fast,D:\roboticsreport\HumanML3D\data\train-00002-of-00007.parquet
train,009719,1,a person took a long step to their right at a fast pace.,a/DET person/NOUN take/VERB a/DET long/ADJ step/NOUN to/ADP their/DET right/NOUN at/ADP a/DET fast/ADJ pace/NOUN,0.0,0.0,Energetic dynamic,fast,D:\roboticsreport\HumanML3D\data\train-00002-of-00007.parquet
train,009722,0,"character is standing with hands to their chest, using their right and left legs to shuffle slightly in a dancing fashion.",character/NOUN is/AUX stand/VERB with/ADP hand/NOUN to/ADP their/DET chest/NOUN use/VERB their/DET right/NOUN and/CCONJ left/VERB leg/NOUN to/PART shuffle/VERB slightly/ADV in/ADP a/DET dancing/NOUN fashion/NOUN,0.0,4.0,Dance expressive,dancing,D:\roboticsreport\HumanML3D\data\train-00002-of-00007.parquet
train,009722,2,a man dancing moving left leg and moving arms.,a/DET man/NOUN dance/VERB move/VERB left/ADJ leg/NOUN and/CCONJ move/VERB arm/NOUN,0.0,0.0,Dance expressive,dancing,D:\roboticsreport\HumanML3D\data\train-00002-of-00007.parquet
train,009732,0,the person is doing the cha-cha dance,the/DET person/NOUN is/AUX do/VERB the/DET chacha/ADJ dance/NOUN,0.0,0.0,Dance expressive,dance,D:\roboticsreport\HumanML3D\data\train-00002-of-00007.parquet
train,009732,1,person is dancing with a partner,person/NOUN is/AUX dance/VERB with/ADP a/DET partner/NOUN,0.0,0.0,Dance expressive,dancing,D:\roboticsreport\HumanML3D\data\train-00002-of-00007.parquet
train,009732,2,a person who seems to be dancing with someone,a/DET person/NOUN who/PRON seem/VERB to/PART be/AUX dance/VERB with/ADP someone/PRON,0.0,0.0,Dance expressive,dancing,D:\roboticsreport\HumanML3D\data\train-00002-of-00007.parquet
train,009757,1,the person is running very fast towards the left.,the/DET person/NOUN is/AUX run/VERB very/ADV fast/ADV towards/ADP the/DET left/NOUN,0.0,0.0,Energetic dynamic,fast,D:\roboticsreport\HumanML3D\data\train-00002-of-00007.parquet
train,009770,1,a person is dancing first moving both arms then left leg. then while still moving arms stops moving left leg to switch to the right leg moving.,a/DET person/NOUN is/AUX dance/VERB first/ADV move/VERB both/DET arm/NOUN then/ADV left/VERB leg/NOUN then/ADV while/SCONJ still/ADV move/VERB arm/NOUN stop/NOUN move/VERB left/ADJ leg/NOUN to/PART switch/VERB to/ADP the/DET right/ADJ leg/NOUN move/VERB,0.0,0.0,Dance expressive,dancing,D:\roboticsreport\HumanML3D\data\train-00002-of-00007.parquet
train,009778,1,"a person walks forward at a leisurely, somewhat slow pace.",a/DET person/NOUN walk/VERB forward/ADV at/ADP a/DET leisurely/ADV somewhat/ADV slow/ADJ pace/NOUN,0.0,0.0,Controlled motion,slow,D:\roboticsreport\HumanML3D\data\train-00002-of-00007.parquet
train,009791,0,a person takes a quick step forward.,a/DET person/NOUN take/VERB a/DET quick/ADJ step/NOUN forward/ADV,0.0,0.0,Energetic dynamic,quick,D:\roboticsreport\HumanML3D\data\train-00002-of-00007.parquet
train,009799,2,"a person takes 2 steps forward and begins to jump and do motion with arms that look as if person is jumping rope. after jumps a few time, stumbles a bit and makes a few steps and then looks as if they are about to start jumping again right at the end.",a/DET person/NOUN take/VERB step/NOUN forward/ADV and/CCONJ begin/VERB to/PART jump/VERB and/CCONJ do/AUX motion/NOUN with/ADP arm/NOUN that/DET look/VERB as/SCONJ if/SCONJ person/NOUN is/AUX jump/VERB rope/NOUN after/ADP jump/VERB a/DET few/ADJ time/NOUN stumble/VERB a/DET bit/NOUN and/CCONJ make/VERB a/DET few/ADJ step/NOUN and/CCONJ then/ADV look/VERB as/SCONJ if/SCONJ they/PRON are/AUX about/ADJ to/PART start/VERB jump/VERB again/ADV right/ADV at/ADP the/DET end/NOUN,0.0,0.0,Energetic dynamic,jump,D:\roboticsreport\HumanML3D\data\train-00002-of-00007.parquet
train,009802,1,"a person bends down, pushes something heavy in a straight line",a/DET person/NOUN bend/VERB down/ADP push/VERB something/PRON heavy/ADJ in/ADP a/DET straight/ADJ line/NOUN,0.0,0.0,Heavy awkward,heavy,D:\roboticsreport\HumanML3D\data\train-00002-of-00007.parquet
train,009814,0,"a man steps diagonally to his right,  then turns and steps diagonally backwards, then to his right again, and then back, as if he is dancing alone.",a/DET man/NOUN step/VERB diagonally/ADV to/ADP his/DET right/NOUN then/ADV turn/VERB and/CCONJ step/NOUN diagonally/ADV backwards/ADV then/ADV to/ADP his/DET right/NOUN again/ADV and/CCONJ then/ADV back/ADV as/SCONJ if/SCONJ he/PRON is/AUX dance/VERB alone/ADV,0.0,0.0,Dance expressive,dancing,D:\roboticsreport\HumanML3D\data\train-00002-of-00007.parquet
train,009817,2,a person is dancing while running.,a/DET person/NOUN is/AUX dance/VERB while/SCONJ run/VERB,0.0,0.0,Dance expressive,dancing,D:\roboticsreport\HumanML3D\data\train-00002-of-00007.parquet
train,009848,0,the man is walking at a quick pace with his hands and feet swinging and appears to be in a hurry.,the/DET man/NOUN is/AUX walk/VERB at/ADP a/DET quick/ADJ pace/NOUN with/ADP his/DET hand/NOUN and/CCONJ foot/NOUN swinge/VERB and/CCONJ appear/VERB to/PART be/AUX in/ADP a/DET hurry/NOUN,0.0,0.0,Energetic dynamic,quick,D:\roboticsreport\HumanML3D\data\train-00002-of-00007.parquet
train,009848,1,a person is fast walking back and forth in a straight line.,a/DET person/NOUN is/AUX fast/ADJ walk/VERB back/ADV and/CCONJ forth/ADV in/ADP a/DET straight/ADJ line/NOUN,0.0,0.0,Energetic dynamic,fast,D:\roboticsreport\HumanML3D\data\train-00002-of-00007.parquet
train,009860,2,"a person is dancing mostly with their legs, arms resting to their front.",a/DET person/NOUN is/AUX dance/VERB mostly/ADV with/ADP their/DET leg/NOUN arm/NOUN rest/VERB to/ADP their/DET front/NOUN,0.0,0.0,Dance expressive,dancing,D:\roboticsreport\HumanML3D\data\train-00002-of-00007.parquet
train,009868,2,he starts to dance a lot,he/PRON start/VERB to/PART dance/VERB a/DET lot/NOUN,0.0,0.0,Dance expressive,dance,D:\roboticsreport\HumanML3D\data\train-00002-of-00007.parquet
train,009873,2,a person is running in place starting slow then going faster.,a/DET person/NOUN is/AUX run/VERB in/ADP place/NOUN start/VERB slow/ADV then/ADV go/VERB faster/ADV,0.0,0.0,Controlled motion,slow,D:\roboticsreport\HumanML3D\data\train-00002-of-00007.parquet
train,009888,2,this person jogs in place at a quick motion.,this/DET person/NOUN jog/VERB in/ADP place/NOUN at/ADP a/DET quick/ADJ motion/NOUN,0.0,0.0,Energetic dynamic,quick,D:\roboticsreport\HumanML3D\data\train-00002-of-00007.parquet
train,009915,1,spinning in a circle fast.,spin/VERB in/ADP a/DET circle/NOUN fast/NOUN,0.0,0.0,Energetic dynamic,fast,D:\roboticsreport\HumanML3D\data\train-00002-of-00007.parquet
train,009915,2,a person that does a jump and spin in one spot,a/DET person/NOUN that/DET does/AUX a/DET jump/NOUN and/CCONJ spin/VERB in/ADP one/NUM spot/NOUN,0.0,0.0,Dance expressive|Energetic dynamic,jump;spin,D:\roboticsreport\HumanML3D\data\train-00002-of-00007.parquet
train,009921,1,the sim is dancing kicking both legs around.,the/DET sim/PROPN is/AUX dance/VERB kick/VERB both/DET leg/NOUN around/ADV,0.0,0.0,Dance expressive,dancing,D:\roboticsreport\HumanML3D\data\train-00002-of-00007.parquet
train,009928,2,person is performing dance moves,person/NOUN is/AUX perform/VERB dance/NOUN move/NOUN,0.0,0.0,Dance expressive,dance,D:\roboticsreport\HumanML3D\data\train-00002-of-00007.parquet
train,009938,1,a person is standing when they get pushed from behind which makes them stumble forward,a/DET person/NOUN is/AUX stand/VERB when/ADV they/PRON get/VERB push/VERB from/ADP behind/ADP which/DET make/VERB them/PRON stumble/VERB forward/ADV,0.0,0.0,Heavy awkward,stumble,D:\roboticsreport\HumanML3D\data\train-00002-of-00007.parquet
train,009951,1,person walks backward then runs forward and takes a small jump.,person/NOUN walk/VERB backward/ADJ then/ADV run/VERB forward/ADV and/CCONJ take/VERB a/DET small/ADJ jump/NOUN,0.0,0.0,Energetic dynamic,jump,D:\roboticsreport\HumanML3D\data\train-00002-of-00007.parquet
train,009956,2,"a person does the ""i'm a little teapot"" dance",a/DET person/NOUN does/AUX the/DET i/PRON a/DET little/ADJ teapot/NOUN dance/NOUN,0.0,0.0,Dance expressive,dance,D:\roboticsreport\HumanML3D\data\train-00002-of-00007.parquet
train,009965,2,a person runs in a fast right turn.,a/DET person/NOUN run/VERB in/ADP a/DET fast/ADJ right/ADJ turn/NOUN,0.0,0.0,Energetic dynamic,fast,D:\roboticsreport\HumanML3D\data\train-00002-of-00007.parquet
train,009967,0,a man is performing some martial arts moves.,a/DET man/NOUN is/AUX perform/VERB some/DET martial/ADJ art/NOUN move/NOUN,0.0,0.0,Controlled motion,martial,D:\roboticsreport\HumanML3D\data\train-00002-of-00007.parquet
train,009969,2,"a person bends over and picks up a heavy object, placing it behind them.",a/DET person/NOUN bend/VERB over/ADP and/CCONJ pick/VERB up/ADP a/DET heavy/ADJ object/NOUN place/VERB it/PRON behind/ADP them/PRON,0.0,0.0,Heavy awkward,heavy,D:\roboticsreport\HumanML3D\data\train-00002-of-00007.parquet
train,009976,0,person walks forward in slow manner,person/NOUN walk/VERB forward/ADV in/ADP slow/ADJ manner/NOUN,0.0,0.0,Controlled motion,slow,D:\roboticsreport\HumanML3D\data\train-00002-of-00007.parquet
train,009985,0,a person walks forward in a steady pace.,a/DET person/NOUN walk/VERB forward/ADV in/ADP a/DET steady/ADJ pace/NOUN,0.0,0.0,Controlled motion,steady,D:\roboticsreport\HumanML3D\data\train-00002-of-00007.parquet
train,009990,2,the man is doing horizontal jump,the/DET man/NOUN is/AUX do/VERB horizontal/ADJ jump/NOUN,0.0,0.0,Energetic dynamic,jump,D:\roboticsreport\HumanML3D\data\train-00002-of-00007.parquet
train,009995,1,"a person dances to the right, with their arms up, bending at the elbows. they turn around and dance back to the left with their right arm higher than the left.",a/DET person/NOUN dance/VERB to/ADP the/DET right/NOUN with/ADP their/DET arm/NOUN up/ADV bend/VERB at/ADP the/DET elbow/NOUN they/PRON turn/VERB around/ADP and/CCONJ dance/VERB back/ADV to/ADP the/DET left/NOUN with/ADP their/DET right/ADJ arm/NOUN higher/ADJ than/SCONJ the/DET left/NOUN,0.0,0.0,Dance expressive,dance,D:\roboticsreport\HumanML3D\data\train-00002-of-00007.parquet
train,010005,2,a person is performing a static dance pose with folded in head lowered and leg slightly bent,a/DET person/NOUN is/AUX perform/VERB a/DET static/ADJ dance/NOUN pose/NOUN with/ADP fold/VERB in/ADP head/NOUN lower/VERB and/CCONJ leg/VERB slightly/ADV bent/ADJ,0.0,0.0,Dance expressive,dance,D:\roboticsreport\HumanML3D\data\train-00002-of-00007.parquet
